_id,KPI,Frequency,CalendarYear,StartDate,EndDate,Route,TripsOperatedPercent,TripsOperatedTotal,TripsNotOperatedPercent,TripsNotOperatedTotal,TripsTotal,FiscalYearName,FiscalYearStartDate,FiscalYearEndDate
1390,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,216,98.59,769,1.41,11,780,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1391,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,217,98.48,1810,1.52,28,1838,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1392,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,232,98.71,765,1.29,10,775,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1393,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,239,98.67,1264,1.33,17,1281,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1394,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,251,98.21,770,1.79,14,784,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1395,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,28,94.07,968,5.93,61,1029,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1396,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,29,95.16,2204,4.84,112,2316,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1397,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,33,98.71,3454,1.29,45,3499,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1398,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,34,96.52,971,3.48,35,1006,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1399,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,35,93.65,988,6.35,67,1055,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1400,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,36,96.03,2128,3.97,88,2216,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1401,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,376,87.0,696,13.0,104,800,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1402,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,39,96.73,680,3.27,23,703,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1403,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,40,89.04,4729,10.96,582,5311,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1404,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,41,98.71,997,1.29,13,1010,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1405,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,45,85.99,1958,14.01,319,2277,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1406,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,46L,97.18,551,2.82,16,567,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1407,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,51A,90.66,4679,9.34,482,5161,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1408,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,51B,95.53,4878,4.47,228,5106,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1409,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,52,96.83,3355,3.17,110,3465,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1410,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,54,95.16,3183,4.84,162,3345,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1411,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,56,99.8,1018,0.2,2,1020,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1412,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,57,94.76,4612,5.24,255,4867,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1413,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,6,93.84,4814,6.16,316,5130,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1414,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,60,95.19,1542,4.81,78,1620,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1415,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,604,98.33,59,1.67,1,60,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1416,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,605,100.0,40,0.0,0,40,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1417,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,606,97.5,39,2.5,1,40,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1418,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,607,100.0,16,0.0,0,16,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1419,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,617,96.0,48,4.0,2,50,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1420,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,62,91.69,2782,8.31,252,3034,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1421,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,620,100.0,32,0.0,0,32,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1422,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,621,100.0,48,0.0,0,48,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1423,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,623,100.0,144,0.0,0,144,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1424,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,624,100.0,32,0.0,0,32,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1425,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,625,100.0,48,0.0,0,48,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1426,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,626,100.0,32,0.0,0,32,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1427,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,628,100.0,32,0.0,0,32,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1428,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,629,100.0,32,0.0,0,32,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1429,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,631,100.0,64,0.0,0,64,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1430,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,638,96.97,32,3.03,1,33,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1431,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,641,100.0,48,0.0,0,48,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1432,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,642,94.12,16,5.88,1,17,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1433,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,646,97.71,128,2.29,3,131,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1434,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,648,98.48,65,1.52,1,66,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1435,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,649,96.97,64,3.03,2,66,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1436,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,65,100.0,798,0.0,0,798,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1437,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,650,96.97,32,3.03,1,33,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1438,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,652,96.97,32,3.03,1,33,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1439,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,653,91.18,31,8.82,3,34,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1440,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,654,96.0,96,4.0,4,100,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1441,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,655,96.97,32,3.03,1,33,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1442,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,657,98.96,95,1.04,1,96,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1443,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,658,98.48,65,1.52,1,66,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1444,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,660,97.37,37,2.63,1,38,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1445,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,662,96.97,32,3.03,1,33,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1446,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,663,100.0,36,0.0,0,36,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1447,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,667,100.0,64,0.0,0,64,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
1448,Service Operated,Monthly,2022,2022-11-01T00:00:00,2022-11-30T00:00:00,669,100.0,48,0.0,0,48,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
