"0500000US06001","Alameda County, California","829369","3969","512128","4760","444577","4521","67551","2537","51006","2267","11597","1001","2957","532","1552","324","439","188","76532","2332","25008","1422","39663","1822","7427","794","1441","281","2993","422","2768","635","1938","263","11090","866","22566","1339","9719","855","192628","3418",
"1400000US06001408700","Census Tract 4087; Alameda County; California","3096","679","2152","496","1880","474","272","138","83","78","114","154","75","81","0","19","0","19","592","296","197","132","395","277","0","19","0","19","0","19","0","19","0","19","14","25","0","19","0","19","338","178",
"1400000US06001408800","Census Tract 4088; Alameda County; California","2986","669","1910","438","1721","388","189","157","189","157","0","19","0","19","0","19","0","19","277","163","52","47","225","147","0","19","0","19","0","19","366","344","0","19","0","19","0","19","94","79","339","197",
"1400000US06001408900","Census Tract 4089; Alameda County; California","1906","377","1484","360","1209","286","275","174","228","137","25","33","0","14","0","14","22","92","294","131","69","51","217","122","8","14","0","14","0","14","24","35","0","14","0","14","0","14","63","76","41","38",
"1400000US06001409000","Census Tract 4090; Alameda County; California","1950","657","1328","369","1277","356","51","44","51","44","0","14","0","14","0","14","0","14","71","54","27","43","44","36","0","14","0","14","0","14","50","43","0","14","41","42","290","279","27","29","143","83",
"1400000US06001409100","Census Tract 4091; Alameda County; California","1174","242","929","175","555","122","374","136","270","98","104","78","0","14","0","14","0","14","106","83","36","37","59","64","0","14","11","18","0","14","0","14","0","14","14","17","12","17","0","14","113","73",
"1400000US06001409200","Census Tract 4092; Alameda County; California","1627","226","1391","243","1085","186","306","139","115","92","139","89","29","48","23","36","0","14","205","115","65","78","140","80","0","14","0","14","0","14","0","14","0","14","0","14","12","17","19","21","0","14",
"1400000US06001409300","Census Tract 4093; Alameda County; California","2299","446","1985","396","1660","389","325","133","291","133","26","35","8","13","0","19","0","19","206","140","72","77","134","114","0","19","0","19","0","19","0","19","0","19","0","19","50","52","0","19","58","58",
"1400000US06001409400","Census Tract 4094; Alameda County; California","2275","341","1997","343","1610","332","387","187","204","119","52","59","87","102","44","81","0","19","85","102","0","19","77","96","8","22","0","19","0","19","0","19","0","19","33","46","0","19","4","9","156","101",
"1400000US06001409500","Census Tract 4095; Alameda County; California","1606","414","1149","353","994","286","155","97","88","56","38","54","29","45","0","14","0","14","224","80","144","68","80","55","0","14","0","14","0","14","0","14","0","14","7","11","62","81","21","28","143","88",
"1400000US06001409600","Census Tract 4096; Alameda County; California","2130","420","1758","360","1626","329","132","129","132","129","0","19","0","19","0","19","0","19","97","83","55","72","42","46","0","19","0","19","0","19","0","19","15","25","0","19","0","19","0","19","260","174",
"1400000US06001409700","Census Tract 4097; Alameda County; California","1765","374","1597","390","1420","344","177","101","54","51","86","73","25","33","12","13","0","19","136","94","70","69","66","57","0","19","0","19","0","19","0","19","14","21","0","19","0","19","0","19","18","23",
"1400000US06001409800","Census Tract 4098; Alameda County; California","1553","404","1085","369","974","382","111","75","111","75","0","14","0","14","0","14","0","14","136","124","0","14","136","124","0","14","0","14","0","14","0","14","0","14","0","14","25","29","38","42","269","120",
"1400000US06001409900","Census Tract 4099; Alameda County; California","1986","323","1203","314","1109","316","94","66","63","48","22","31","9","20","0","14","0","14","71","59","22","34","26","34","23","37","0","14","0","14","0","14","0","14","0","14","11","28","26","38","675","212",
"1400000US06001410000","Census Tract 4100; Alameda County; California","1522","173","1107","192","988","203","119","99","119","99","0","14","0","14","0","14","0","14","120","59","21","24","74","54","25","27","0","14","0","14","0","14","0","14","0","14","0","14","0","14","295","111",
"1400000US06001410100","Census Tract 4101; Alameda County; California","1288","209","885","181","771","182","114","60","102","57","12","20","0","14","0","14","0","14","152","62","46","46","94","46","12","20","0","14","0","14","0","14","0","14","8","12","25","38","25","27","193","87",
"1400000US06001410200","Census Tract 4102; Alameda County; California","1715","287","1503","296","1343","289","160","105","108","53","52","90","0","14","0","14","0","14","15","26","15","26","0","14","0","14","0","14","0","14","0","14","0","14","23","37","0","14","30","37","144","84",
"1400000US06001410300","Census Tract 4103; Alameda County; California","1802","257","1615","272","1319","256","296","110","224","84","45","57","27","32","0","14","0","14","53","42","24","23","29","34","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","134","96",
"1400000US06001410400","Census Tract 4104; Alameda County; California","2424","437","1811","289","1422","227","389","169","368","163","21","21","0","14","0","14","0","14","162","116","137","113","15","22","0","14","10","16","0","14","54","73","0","14","0","14","60","81","4","9","333","161",
"1400000US06001410500","Census Tract 4105; Alameda County; California","1277","192","796","180","575","191","221","140","177","127","44","62","0","14","0","14","0","14","368","104","134","81","165","85","69","79","0","14","0","14","5","7","0","14","0","14","53","46","9","22","46","45",
"1400000US06001420100","Census Tract 4201; Alameda County; California","1300","179","591","180","553","181","38","43","38","43","0","14","0","14","0","14","0","14","108","44","10","9","71","39","17","14","0","14","10","11","0","14","12","11","11","14","66","36","0","14","512","104",
"1400000US06001420200","Census Tract 4202; Alameda County; California","1902","359","807","192","758","192","49","48","49","48","0","14","0","14","0","14","0","14","402","121","86","70","287","103","29","26","0","14","0","14","0","14","9","14","43","38","124","105","0","14","517","280",
"1400000US06001420301","Census Tract 4203.01; Alameda County; California","1294","181","669","125","561","103","108","77","81","58","0","14","27","42","0","14","0","14","235","109","83","54","127","83","12","20","13","20","0","14","0","14","0","14","24","37","8","10","0","14","358","116",
"1400000US06001420302","Census Tract 4203.02; Alameda County; California","1173","204","499","177","485","178","14","16","14","16","0","14","0","14","0","14","0","14","189","75","124","63","32","22","33","41","0","14","0","14","6","11","6","9","53","40","43","30","14","17","363","103",
"1400000US06001420401","Census Tract 4204.01; Alameda County; California","613","173","175","70","163","68","12","13","12","13","0","14","0","14","0","14","0","14","65","29","65","29","0","14","0","14","0","14","0","14","0","14","4","6","45","41","201","146","0","14","123","56",
"1400000US06001420402","Census Tract 4204.02; Alameda County; California","807","179","171","52","151","52","20","21","20","21","0","14","0","14","0","14","0","14","238","67","213","64","25","24","0","14","0","14","0","14","0","14","6","9","32","20","5","8","5","8","350","168",
"1400000US06001420500","Census Tract 4205; Alameda County; California","1239","131","629","113","540","104","89","55","67","53","22","20","0","14","0","14","0","14","163","66","72","50","52","29","33","32","6","9","0","14","0","14","0","14","47","42","25","23","0","14","375","116",
"1400000US06001420600","Census Tract 4206; Alameda County; California","1725","194","581","159","552","158","29","32","29","32","0","14","0","14","0","14","0","14","240","78","132","59","81","49","11","16","6","10","10","15","0","14","0","14","93","48","14","16","24","21","773","156",
"1400000US06001421100","Census Tract 4211; Alameda County; California","1082","180","476","157","438","156","38","32","27","28","5","8","0","14","6","9","0","14","75","35","5","8","59","33","5","8","0","14","6","9","0","14","0","14","18","26","3","7","13","13","497","111",
"1400000US06001421200","Census Tract 4212; Alameda County; California","1636","281","630","125","525","119","105","57","85","57","20","24","0","14","0","14","0","14","142","78","46","41","96","64","0","14","0","14","0","14","0","14","21","21","42","42","60","56","0","14","741","222",
"1400000US06001421300","Census Tract 4213; Alameda County; California","1951","282","664","147","538","126","126","69","106","68","20","22","0","14","0","14","0","14","184","94","76","60","108","67","0","14","0","14","0","14","0","14","0","14","153","99","39","33","0","14","911","231",
"1400000US06001421400","Census Tract 4214; Alameda County; California","871","166","391","130","301","130","90","39","57","31","0","14","24","24","9","11","0","14","64","33","29","27","27","20","8","11","0","14","0","14","0","14","0","14","33","24","32","20","7","11","344","92",
"1400000US06001421500","Census Tract 4215; Alameda County; California","1991","290","718","169","673","157","45","38","13","23","32","31","0","14","0","14","0","14","151","57","0","14","91","55","60","39","0","14","0","14","8","13","7","12","30","28","82","54","0","14","995","285",
"1400000US06001421600","Census Tract 4216; Alameda County; California","1809","261","777","186","769","185","8","13","8","13","0","14","0","14","0","14","0","14","169","67","36","31","97","47","36","36","0","14","0","14","0","14","0","14","132","53","93","56","21","24","617","198",
"1400000US06001421700","Census Tract 4217; Alameda County; California","1792","313","427","179","427","179","0","14","0","14","0","14","0","14","0","14","0","14","164","80","78","40","67","74","6","10","0","14","13","20","0","14","15","20","135","83","260","107","21","39","770","182",
"1400000US06001421800","Census Tract 4218; Alameda County; California","1159","184","414","130","406","129","8","9","5","7","3","5","0","14","0","14","0","14","178","84","20","24","158","80","0","14","0","14","0","14","0","14","10","10","108","53","57","31","0","14","392","87",
"1400000US06001421900","Census Tract 4219; Alameda County; California","2392","338","880","194","725","163","155","93","119","79","11","17","25","38","0","14","0","14","430","125","173","87","212","80","8","12","0","14","37","48","0","14","8","13","74","48","173","70","0","14","827","310",
"1400000US06001422000","Census Tract 4220; Alameda County; California","1694","241","687","166","547","147","140","103","77","88","40","46","0","14","23","35","0","14","295","123","205","102","45","33","35","36","0","14","10","15","0","14","0","14","7","10","220","153","20","23","465","127",
"1400000US06001422100","Census Tract 4221; Alameda County; California","1774","285","738","167","713","168","25","32","17","24","8","13","0","14","0","14","0","14","182","65","82","47","59","52","32","26","0","14","9","15","0","14","0","14","25","34","95","54","9","14","725","204",
"1400000US06001422200","Census Tract 4222; Alameda County; California","1724","237","577","134","513","126","64","57","32","34","32","38","0","14","0","14","0","14","247","119","54","35","88","51","105","106","0","14","0","14","10","16","7","12","148","70","61","46","41","49","633","214",
"1400000US06001422300","Census Tract 4223; Alameda County; California","1824","329","588","176","391","127","197","113","189","114","2","6","6","10","0","14","0","14","343","137","109","104","211","89","23","21","0","14","0","14","0","14","0","14","260","108","201","86","0","14","432","143",
"1400000US06001422400","Census Tract 4224; Alameda County; California","2416","552","567","301","477","298","90","40","90","40","0","14","0","14","0","14","0","14","521","203","112","99","386","205","23","37","0","14","0","14","0","14","0","14","0","14","604","183","50","57","674","288",
"1400000US06001422500","Census Tract 4225; Alameda County; California","2404","483","471","137","403","138","68","43","47","34","21","26","0","14","0","14","0","14","323","106","114","72","183","76","26","29","0","14","0","14","4","8","0","14","45","39","1004","473","59","48","498","143",
"1400000US06001422700","Census Tract 4227; Alameda County; California","1962","348","449","169","311","158","138","89","108","78","30","37","0","19","0","19","0","19","188","109","88","78","100","81","0","19","0","19","0","19","0","19","4","10","39","53","774","209","155","98","353","140",
"1400000US06001422800","Census Tract 4228; Alameda County; California","3070","405","408","136","384","131","24","30","16","25","8","16","0","19","0","19","0","19","610","308","276","114","312","244","22","35","0","19","0","19","22","30","0","19","6","12","1087","271","163","104","774","239",
"1400000US06001422901","Census Tract 4229.01; Alameda County; California","997","360","186","101","186","101","0","14","0","14","0","14","0","14","0","14","0","14","209","135","51","52","76","83","35","42","47","87","0","14","0","14","0","14","15","26","349","200","0","14","238","174",
"1400000US06001422902","Census Tract 4229.02; Alameda County; California","1213","469","154","90","112","54","42","67","42","67","0","14","0","14","0","14","0","14","249","67","36","35","52","32","161","43","0","14","0","14","0","14","0","14","53","40","265","133","0","14","492","427",
"1400000US06001423000","Census Tract 4230; Alameda County; California","2723","839","505","173","435","174","70","64","56","52","0","14","0","14","14","22","0","14","328","145","209","123","112","78","0","14","0","14","7","12","0","14","0","14","88","76","339","170","15","24","1448","795",
"1400000US06001423100","Census Tract 4231; Alameda County; California","1901","267","621","185","601","188","20","24","20","24","0","14","0","14","0","14","0","14","400","123","141","63","206","107","43","51","0","14","10","16","0","14","20","27","119","68","243","109","40","50","458","155",
"1400000US06001423200","Census Tract 4232; Alameda County; California","1329","197","611","153","501","156","110","82","13","20","97","78","0","14","0","14","0","14","192","111","126","91","57","58","9","14","0","14","0","14","0","14","0","14","56","54","12","22","0","14","458","121",
"1400000US06001423300","Census Tract 4233; Alameda County; California","1818","296","608","183","552","175","56","46","51","44","0","14","0","14","5","7","0","14","237","130","133","107","81","68","23","22","0","14","0","14","0","14","0","14","177","136","51","35","46","41","699","171",
"1400000US06001423400","Census Tract 4234; Alameda County; California","3416","795","1072","251","1065","251","7","17","0","19","7","17","0","19","0","19","0","19","803","353","154","103","620","319","29","33","0","19","0","19","0","19","67","73","340","410","118","76","0","19","1016","271",
"1400000US06001423500","Census Tract 4235; Alameda County; California","1953","306","837","223","716","212","121","68","121","68","0","14","0","14","0","14","0","14","267","112","36","40","214","94","17","26","0","14","0","14","10","15","0","14","166","71","125","64","87","92","461","155",
"1400000US06001423601","Census Tract 4236.01; Alameda County; California","1485","258","490","169","473","169","17","28","17","28","0","14","0","14","0","14","0","14","215","81","65","46","115","83","10","17","25","29","0","14","0","14","0","14","102","53","185","73","7","11","486","182",
"1400000US06001423602","Census Tract 4236.02; Alameda County; California","2893","606","838","320","774","303","64","65","64","65","0","19","0","19","0","19","0","19","586","333","146","123","440","306","0","19","0","19","0","19","0","19","0","19","73","81","724","276","40","61","632","220",
"1400000US06001423700","Census Tract 4237; Alameda County; California","1623","289","445","123","411","120","34","41","18","22","3","7","13","25","0","14","0","14","237","123","133","91","96","115","8","11","0","14","0","14","0","14","0","14","49","39","349","175","53","35","490","265",
"1400000US06001423800","Census Tract 4238; Alameda County; California","1554","201","463","123","431","122","32","39","32","39","0","14","0","14","0","14","0","14","262","117","121","86","141","82","0","14","0","14","0","14","9","15","47","44","38","29","48","41","153","151","534","121",
"1400000US06001423901","Census Tract 4239.01; Alameda County; California","1198","262","572","200","378","133","194","114","194","114","0","14","0","14","0","14","0","14","183","48","21","22","160","48","2","3","0","14","0","14","0","14","0","14","143","60","0","14","18","17","282","110",
"1400000US06001423902","Census Tract 4239.02; Alameda County; California","969","194","300","109","287","115","13","17","9","16","0","14","4","6","0","14","0","14","172","73","61","56","105","46","6","9","0","14","0","14","0","14","5","10","54","38","98","62","13","18","327","100",
"1400000US06001424001","Census Tract 4240.01; Alameda County; California","2036","288","620","156","512","144","108","79","102","79","6","13","0","14","0","14","0","14","635","161","158","83","449","140","20","25","8","13","0","14","7","11","0","14","129","79","104","92","0","14","541","145",
"1400000US06001424002","Census Tract 4240.02; Alameda County; California","1284","258","601","219","573","219","28","23","16","20","6","9","6","13","0","14","0","14","198","85","63","47","122","76","7","12","0","14","6","10","20","32","12","18","15","18","41","37","15","15","382","104",
"1400000US06001425101","Census Tract 4251.01; Alameda County; California","1005","238","600","237","585","236","15","25","15","25","0","14","0","14","0","14","0","14","91","60","17","19","51","47","9","16","14","16","0","14","25","37","0","14","18","24","112","36","17","19","142","67",
"1400000US06001425102","Census Tract 4251.02; Alameda County; California","2954","352","1122","280","963","262","159","129","54","62","105","111","0","14","0","14","0","14","406","168","265","152","133","130","8","14","0","14","0","14","0","14","0","14","30","47","251","121","15","16","1130","333",
"1400000US06001425103","Census Tract 4251.03; Alameda County; California","2108","301","1016","185","784","161","232","130","96","86","12","19","124","105","0","14","0","14","214","92","144","100","56","43","0","14","14","22","0","14","0","14","7","13","53","40","149","90","0","14","669","221",
"1400000US06001425104","Census Tract 4251.04; Alameda County; California","2767","369","1134","249","1038","213","96","91","96","91","0","14","0","14","0","14","0","14","309","142","111","81","169","108","29","38","0","14","0","14","0","14","0","14","130","121","44","46","18","31","1132","250",
"1400000US06001426100","Census Tract 4261; Alameda County; California","2781","380","1529","294","1289","294","240","166","220","165","0","19","19","28","0","19","1","2","255","104","79","71","114","74","0","19","0","19","62","43","0","19","0","19","16","24","31","39","13","21","937","276",
"1400000US06001426200","Census Tract 4262; Alameda County; California","2186","264","1077","205","908","196","169","106","143","99","26","30","0","14","0","14","0","14","243","81","115","64","83","59","25","19","0","14","20","18","0","14","16","25","0","14","44","39","0","14","806","225",
"1400000US06001427100","Census Tract 4271; Alameda County; California","1799","250","873","164","837","154","36","31","13","20","0","14","23","25","0","14","0","14","239","113","69","48","119","82","8","13","0","14","43","40","0","14","17","28","24","23","44","32","0","14","602","179",
"1400000US06001427200","Census Tract 4272; Alameda County; California","2279","397","1198","266","1174","264","24","29","14","23","0","14","10","18","0","14","0","14","85","47","23","26","23","22","5","9","0","14","34","28","63","60","24","28","115","87","145","87","13","19","636","199",
"1400000US06001427300","Census Tract 4273; Alameda County; California","2701","390","1545","313","1440","335","105","89","34","41","71","82","0","19","0","19","0","19","252","158","75","84","4","10","0","19","0","19","173","143","0","19","44","53","31","30","38","46","12","26","779","228",
"1400000US06001427600","Census Tract 4276; Alameda County; California","2636","456","1853","397","1573","330","280","187","194","166","60","62","0","14","26","42","0","14","236","85","126","63","46","31","0","14","0","14","64","42","0","14","14","23","78","49","95","59","51","57","309","165",
"1400000US06001427700","Census Tract 4277; Alameda County; California","2802","402","1453","338","1222","315","231","139","189","142","42","57","0","14","0","14","0","14","413","131","51","44","128","107","0","14","0","14","234","107","0","14","39","43","10","22","17","27","0","14","870","338",
"1400000US06001427800","Census Tract 4278; Alameda County; California","2413","351","1194","219","1051","223","143","78","123","68","20","31","0","14","0","14","0","14","361","96","216","83","41","35","0","14","50","57","54","52","0","14","0","14","13","17","79","79","0","14","766","220",
"1400000US06001427900","Census Tract 4279; Alameda County; California","2389","410","1366","282","1175","243","191","170","113","93","0","14","78","121","0","14","0","14","257","142","76","57","110","109","0","14","0","14","71","74","74","93","0","14","170","142","45","43","0","14","477","222",
"1400000US06001428000","Census Tract 4280; Alameda County; California","1407","199","667","167","608","156","59","43","52","42","0","14","7","11","0","14","0","14","317","95","160","61","74","52","15","22","0","14","68","50","0","14","0","14","0","14","71","56","36","39","316","110",
"1400000US06001428100","Census Tract 4281; Alameda County; California","2515","381","1337","336","1215","321","122","123","122","123","0","14","0","14","0","14","0","14","363","128","218","105","54","41","10","17","0","14","81","80","0","14","0","14","25","28","14","22","0","14","776","310",
"1400000US06001428200","Census Tract 4282; Alameda County; California","2875","483","1521","437","1344","404","177","109","89","80","43","51","19","32","26","33","0","19","355","122","190","104","0","19","0","19","32","49","133","100","0","19","0","19","93","83","76","89","11","19","819","192",
"1400000US06001428301","Census Tract 4283.01; Alameda County; California","3396","498","1560","284","1268","221","292","204","233","184","59","60","0","19","0","19","0","19","581","267","110","94","43","54","0","19","0","19","428","290","19","30","0","19","104","69","54","62","33","34","1045","243",
"1400000US06001428302","Census Tract 4283.02; Alameda County; California","3059","443","1685","369","1533","348","152","76","114","75","38","34","0","19","0","19","0","19","346","146","63","62","31","36","3","6","0","19","249","120","0","19","0","19","56","48","30","33","0","19","942","221",
"1400000US06001428400","Census Tract 4284; Alameda County; California","2436","383","1105","179","1002","172","103","63","37","29","49","41","0","14","17","27","0","14","312","111","150","80","37","44","0","14","0","14","125","76","0","14","27","42","136","137","73","66","9","14","774","223",
"1400000US06001428500","Census Tract 4285; Alameda County; California","1821","339","898","223","755","194","143","118","92","89","51","71","0","14","0","14","0","14","236","85","134","74","39","26","0","14","0","14","63","37","0","14","10","14","15","23","129","131","27","31","506","250",
"1400000US06001428600","Census Tract 4286; Alameda County; California","1879","334","974","223","816","187","158","103","149","102","9","14","0","14","0","14","0","14","163","78","101","58","10","16","0","14","2","10","50","33","0","14","10","15","49","45","22","25","33","39","628","245",
"1400000US06001428700","Census Tract 4287; Alameda County; California","2149","295","1235","206","995","180","240","104","220","102","0","19","10","10","0","19","10","16","180","76","9","15","27","24","7","12","0","19","137","67","0","19","10","15","35","34","52","36","42","33","595","183",
"1400000US06001430101","Census Tract 4301.01; Alameda County; California","3376","627","2596","680","2429","685","167","96","116","82","34","39","0","19","17","24","0","19","113","85","0","19","78","69","0","19","0","19","35","53","0","19","0","19","20","30","74","85","29","45","544","206",
"1400000US06001430102","Census Tract 4301.02; Alameda County; California","1037","152","772","141","694","135","78","41","69","39","9","14","0","14","0","14","0","14","47","34","9","13","32","30","6","10","0","14","0","14","0","14","0","14","0","14","33","30","4","11","181","80",
"1400000US06001430200","Census Tract 4302; Alameda County; California","3211","424","2291","320","2124","325","167","102","106","86","61","80","0","19","0","19","0","19","147","107","22","26","74","62","51","80","0","19","0","19","0","19","0","19","107","86","19","32","32","39","615","280",
"1400000US06001430300","Census Tract 4303; Alameda County; California","1861","387","1293","345","1153","279","140","99","123","100","15","20","0","14","2","8","0","14","90","46","0","14","28","24","30","26","32","34","0","14","0","14","0","14","19","28","20","32","0","14","439","145",
"1400000US06001430400","Census Tract 4304; Alameda County; California","1045","132","734","97","644","90","90","38","60","35","27","23","3","7","0","14","0","14","31","16","0","14","27","15","4","6","0","14","0","14","0","14","0","14","28","19","11","12","0","14","241","100",
"1400000US06001430500","Census Tract 4305; Alameda County; California","3062","568","2194","318","1779","274","415","302","191","179","224","241","0","19","0","19","0","19","525","456","313","429","162","177","50","64","0","19","0","19","0","19","0","19","0","19","28","42","19","32","296","161",
"1400000US06001430600","Census Tract 4306; Alameda County; California","3438","805","2476","744","2142","673","334","191","307","183","27","45","0","19","0","19","0","19","134","95","51","62","83","71","0","19","0","19","0","19","0","19","0","19","0","19","45","68","18","29","765","293",
"1400000US06001430700","Census Tract 4307; Alameda County; California","1786","218","1167","174","986","154","181","85","181","85","0","14","0","14","0","14","0","14","136","79","0","14","136","79","0","14","0","14","0","14","0","14","0","14","24","21","45","44","26","37","388","120",
"1400000US06001430800","Census Tract 4308; Alameda County; California","2893","567","2168","485","1962","459","206","139","206","139","0","19","0","19","0","19","0","19","94","112","35","52","56","87","3","28","0","19","0","19","0","19","17","26","0","19","36","52","0","19","578","253",
"1400000US06001430900","Census Tract 4309; Alameda County; California","2759","322","2122","317","2013","303","109","92","103","92","0","19","0","19","0","19","6","10","114","73","48","48","43","32","23","38","0","19","0","19","0","19","0","19","0","19","32","37","0","19","491","160",
"1400000US06001431000","Census Tract 4310; Alameda County; California","1670","250","1215","227","1126","222","89","74","89","74","0","14","0","14","0","14","0","14","271","125","26","29","168","106","77","94","0","14","0","14","0","14","0","14","32","50","0","14","15","17","137","79",
"1400000US06001431100","Census Tract 4311; Alameda County; California","2153","342","1557","279","1412","316","145","131","145","131","0","14","0","14","0","14","0","14","46","38","17","26","29","27","0","14","0","14","0","14","24","37","0","14","0","14","30","33","29","36","467","261",
"1400000US06001431200","Census Tract 4312; Alameda County; California","2598","446","2057","402","1880","403","177","121","158","123","19","35","0","19","0","19","0","19","61","74","0","19","50","71","11","17","0","19","0","19","0","19","0","19","0","19","0","19","74","98","406","187",
"1400000US06001432100","Census Tract 4321; Alameda County; California","2123","331","1342","279","1284","273","58","39","22","19","36","34","0","14","0","14","0","14","248","143","13","21","217","134","0","14","0","14","18","21","0","14","18","29","9","15","41","42","17","19","448","150",
"1400000US06001432200","Census Tract 4322; Alameda County; California","1802","278","1290","264","1118","228","172","111","172","111","0","14","0","14","0","14","0","14","172","68","54","56","96","60","16","16","0","14","6","10","14","22","0","14","0","14","53","44","13","20","260","95",
"1400000US06001432300","Census Tract 4323; Alameda County; California","2586","308","1754","261","1174","202","580","194","361","144","157","109","45","56","17","23","0","14","269","90","9","16","157","70","89","67","14","21","0","14","0","14","7","10","0","14","37","51","31","50","488","216",
"1400000US06001432400","Census Tract 4324; Alameda County; California","3065","449","2580","429","2237","369","343","145","326","140","14","23","0","19","3","10","0","19","259","109","122","102","93","62","44","40","0","19","0","19","0","19","0","19","0","19","0","19","47","38","179","94",
"1400000US06001432501","Census Tract 4325.01; Alameda County; California","2821","387","2213","332","1720","336","493","234","263","163","211","168","0","14","19","27","0","14","258","124","0","14","209","111","12","17","37","56","0","14","30","48","0","14","0","14","37","61","11","21","272","137",
"1400000US06001432502","Census Tract 4325.02; Alameda County; California","2874","493","2120","450","1827","386","293","146","187","131","100","67","6","10","0","19","0","19","331","190","21","21","275","184","35","32","0","19","0","19","45","58","0","19","0","19","50","57","11","19","317","124",
"1400000US06001432601","Census Tract 4326.01; Alameda County; California","2396","398","1110","208","859","191","251","133","220","128","31","45","0","14","0","14","0","14","690","273","233","144","443","243","14","22","0","14","0","14","0","14","0","14","0","14","6","11","0","14","590","365",
"1400000US06001432602","Census Tract 4326.02; Alameda County; California","1660","379","841","225","782","222","59","51","59","51","0","14","0","14","0","14","0","14","360","187","109","107","251","155","0","14","0","14","0","14","0","14","0","14","0","14","134","94","0","14","325","157",
"1400000US06001432700","Census Tract 4327; Alameda County; California","1313","396","1012","394","911","390","101","49","40","58","61","53","0","14","0","14","0","14","50","32","0","14","50","32","0","14","0","14","0","14","0","14","0","14","8","13","58","62","42","37","143","87",
"1400000US06001432800","Census Tract 4328; Alameda County; California","1765","261","1180","253","1071","230","109","53","109","53","0","14","0","14","0","14","0","14","191","96","45","53","137","78","0","14","9","15","0","14","0","14","0","14","0","14","35","38","0","14","359","134",
"1400000US06001433000","Census Tract 4330; Alameda County; California","1834","276","1332","219","1137","210","195","90","181","79","14","24","0","14","0","14","0","14","155","85","0","14","98","73","51","40","0","14","6","10","0","14","0","14","0","14","13","18","19","22","315","123",
"1400000US06001433102","Census Tract 4331.02; Alameda County; California","2165","436","1572","360","1370","327","202","108","162","104","17","19","23","37","0","14","0","14","267","140","0","14","215","127","52","69","0","14","0","14","0","14","0","14","0","14","7","15","161","121","158","82",
"1400000US06001433103","Census Tract 4331.03; Alameda County; California","1711","319","1310","293","1047","250","263","174","252","180","11","19","0","14","0","14","0","14","145","130","13","20","132","128","0","14","0","14","0","14","26","42","0","14","0","14","92","55","29","45","109","96",
"1400000US06001433104","Census Tract 4331.04; Alameda County; California","2071","315","1432","264","1243","253","189","88","175","89","13","19","1","2","0","14","0","14","391","157","125","110","223","133","43","55","0","14","0","14","0","14","0","14","5","9","11","18","5","23","227","102",
"1400000US06001433200","Census Tract 4332; Alameda County; California","3790","817","3251","832","2905","800","346","222","326","219","11","22","9","16","0","19","0","19","317","162","123","108","185","150","0","19","0","19","9","15","0","19","0","19","12","20","0","19","20","32","190","142",
"1400000US06001433300","Census Tract 4333; Alameda County; California","3517","597","2982","597","2474","553","508","231","413","197","93","107","2","16","0","19","0","19","101","82","18","36","50","63","14","23","0","19","19","30","0","19","0","19","0","19","29","34","167","123","238","88",
"1400000US06001433400","Census Tract 4334; Alameda County; California","3099","749","2271","743","1782","381","489","525","457","526","16","24","0","19","0","19","16","24","232","104","87","55","48","52","58","64","0","19","39","43","0","19","0","19","45","73","46","50","17","25","488","194",
"1400000US06001433500","Census Tract 4335; Alameda County; California","2094","279","1724","239","1428","229","296","176","44","43","217","170","35","45","0","14","0","14","67","57","13","21","49","47","0","14","0","14","5","11","0","14","0","14","7","11","32","32","0","14","264","114",
"1400000US06001433600","Census Tract 4336; Alameda County; California","2700","475","2051","447","1749","421","302","205","148","141","129","128","25","41","0","19","0","19","213","155","18","30","145","141","0","19","0","19","50","74","19","38","0","19","0","19","0","19","19","32","398","163",
"1400000US06001433700","Census Tract 4337; Alameda County; California","1586","395","1369","390","1103","365","266","161","174","135","92","86","0","14","0","14","0","14","45","44","0","14","16","22","4","6","0","14","25","36","0","14","0","14","0","14","7","13","13","22","152","101",
"1400000US06001433801","Census Tract 4338.01; Alameda County; California","1829","367","1484","384","1287","375","197","150","117","106","80","89","0","14","0","14","0","14","100","70","30","38","70","59","0","14","0","14","0","14","0","14","36","38","48","54","0","14","17","40","144","81",
"1400000US06001433802","Census Tract 4338.02; Alameda County; California","2188","413","1650","342","1445","309","205","149","186","146","19","30","0","14","0","14","0","14","157","177","16","27","64","84","77","121","0","14","0","14","114","184","0","14","0","14","0","14","8","17","259","118",
"1400000US06001433900","Census Tract 4339; Alameda County; California","3263","451","2794","465","2501","465","293","150","293","150","0","19","0","19","0","19","0","19","223","161","149","116","74","101","0","19","0","19","0","19","57","89","0","19","0","19","26","41","30","33","133","110",
"1400000US06001434000","Census Tract 4340; Alameda County; California","2476","411","2026","341","1717","280","309","165","237","148","13","21","59","78","0","19","0","19","197","117","107","73","0","19","90","92","0","19","0","19","11","16","0","19","0","19","39","62","55","42","148","71",
"1400000US06001435102","Census Tract 4351.02; Alameda County; California","2664","472","1839","433","1509","324","330","255","139","74","100","129","14","18","77","113","0","19","145","88","16","18","121","88","8","16","0","19","0","19","6","10","0","19","0","19","154","63","22","29","498","209",
"1400000US06001435103","Census Tract 4351.03; Alameda County; California","3803","526","2654","440","2340","396","314","159","217","137","55","47","28","36","14","24","0","19","203","98","37","29","107","77","59","65","0","19","0","19","0","19","0","19","0","19","0","19","0","19","946","341",
