"0500000US06001","Alameda County, California","829369","3969","512128","4760","444577","4521","67551","2537","51006","2267","11597","1001","2957","532","1552","324","439","188","76532","2332","25008","1422","39663","1822","7427","794","1441","281","2993","422","2768","635","1938","263","11090","866","22566","1339","9719","855","192628","3418",
"1400000US06001435104","Census Tract 4351.04; Alameda County; California","3579","398","2636","355","2331","379","305","150","305","150","0","19","0","19","0","19","0","19","367","171","40","36","279","143","25","41","0","19","23","38","0","19","0","19","0","19","8","17","0","19","568","181",
"1400000US06001435200","Census Tract 4352; Alameda County; California","1826","327","1464","334","1331","329","133","77","115","74","8","14","0","14","10","17","0","14","67","51","22","26","38","42","7","11","0","14","0","14","0","14","0","14","0","14","0","14","18","19","277","110",
"1400000US06001435300","Census Tract 4353; Alameda County; California","2530","312","1680","295","1376","299","304","185","296","184","0","14","8","17","0","14","0","14","154","88","39","34","19","17","74","73","22","33","0","14","0","14","0","14","32","41","2","15","99","101","563","218",
"1400000US06001435400","Census Tract 4354; Alameda County; California","2585","460","1994","478","1597","353","397","278","108","69","211","215","0","19","78","106","0","19","111","88","25","30","82","79","4","11","0","19","0","19","0","19","10","16","0","19","48","42","51","77","371","153",
"1400000US06001435500","Census Tract 4355; Alameda County; California","1910","439","1642","464","1505","454","137","71","68","49","69","58","0","14","0","14","0","14","23","25","0","14","0","14","23","25","0","14","0","14","13","20","0","14","0","14","25","24","44","54","163","103",
"1400000US06001435601","Census Tract 4356.01; Alameda County; California","2122","359","1830","371","1673","324","157","103","89","73","23","31","11","18","4","6","30","36","83","96","33","50","35","82","15","24","0","14","0","14","0","14","27","87","0","14","0","14","0","14","182","94",
"1400000US06001435602","Census Tract 4356.02; Alameda County; California","2238","335","1829","367","1719","370","110","69","92","63","18","28","0","19","0","19","0","19","66","57","0","19","66","57","0","19","0","19","0","19","10","16","0","19","8","13","7","11","35","53","283","168",
"1400000US06001435700","Census Tract 4357; Alameda County; California","2200","294","1864","294","1781","291","83","78","37","34","46","60","0","14","0","14","0","14","22","26","0","14","6","10","16","18","0","14","0","14","11","18","0","14","0","14","0","14","105","123","198","81",
"1400000US06001435800","Census Tract 4358; Alameda County; California","2891","396","2501","395","2042","339","459","182","326","159","133","111","0","19","0","19","0","19","104","44","19","20","52","35","33","30","0","19","0","19","25","39","0","19","16","25","18","24","23","27","204","91",
"1400000US06001435900","Census Tract 4359; Alameda County; California","2661","684","2336","697","2092","699","244","121","159","102","50","36","11","18","24","27","0","19","82","62","21","29","12","20","49","54","0","19","0","19","0","19","56","68","0","19","0","19","0","19","187","72",
"1400000US06001436000","Census Tract 4360; Alameda County; California","2351","244","1985","241","1584","221","401","160","193","97","151","79","57","83","0","14","0","14","104","76","22","35","82","69","0","14","0","14","0","14","0","14","0","14","0","14","6","11","12","15","244","82",
"1400000US06001436100","Census Tract 4361; Alameda County; California","3185","729","2536","688","2045","662","491","175","328","145","163","109","0","19","0","19","0","19","179","96","8","14","164","93","7","13","0","19","0","19","0","19","0","19","54","78","55","64","13","20","348","124",
"1400000US06001436200","Census Tract 4362; Alameda County; California","2101","470","1773","407","1558","408","215","148","123","82","36","40","37","61","19","31","0","14","80","90","57","86","23","28","0","14","0","14","0","14","0","14","0","14","11","17","96","74","18","32","123","108",
"1400000US06001436301","Census Tract 4363.01; Alameda County; California","2568","476","1757","408","1276","313","481","197","291","143","182","143","8","16","0","19","0","19","228","173","14","25","188","164","26","41","0","19","0","19","0","19","40","59","0","19","0","19","104","156","439","212",
"1400000US06001436302","Census Tract 4363.02; Alameda County; California","2331","414","1993","402","1698","346","295","146","180","113","0","14","0","14","69","79","46","51","88","53","0","14","0","14","88","53","0","14","0","14","0","14","0","14","3","23","6","12","14","24","227","116",
"1400000US06001436402","Census Tract 4364.02; Alameda County; California","1193","190","821","206","733","196","88","64","78","62","0","14","0","14","10","12","0","14","74","62","0","14","51","54","10","17","13","22","0","14","0","14","9","14","6","9","6","10","6","9","271","94",
"1400000US06001436403","Census Tract 4364.03; Alameda County; California","2251","675","1841","591","1589","498","252","224","229","220","23","36","0","14","0","14","0","14","156","98","58","62","43","51","30","46","25","41","0","14","0","14","18","28","0","14","43","56","0","14","193","141",
"1400000US06001436404","Census Tract 4364.04; Alameda County; California","1608","302","1083","248","980","237","103","64","103","64","0","14","0","14","0","14","0","14","209","91","1","24","99","59","14","23","95","59","0","14","0","14","0","14","0","14","0","14","4","8","312","149",
"1400000US06001436500","Census Tract 4365; Alameda County; California","2478","346","1800","284","1600","309","200","101","174","99","0","19","26","27","0","19","0","19","150","92","65","77","75","53","10","18","0","19","0","19","0","19","0","19","0","19","20","33","31","41","477","195",
"1400000US06001436601","Census Tract 4366.01; Alameda County; California","2874","434","2443","427","2224","408","219","108","153","97","46","50","20","31","0","19","0","19","79","48","0","19","79","48","0","19","0","19","0","19","0","19","0","19","34","50","8","12","0","19","310","152",
"1400000US06001436602","Census Tract 4366.02; Alameda County; California","2751","321","2315","328","1990","314","325","155","229","127","15","26","70","62","11","17","0","19","109","91","46","60","36","42","27","42","0","19","0","19","44","70","0","19","0","19","16","25","81","88","186","89",
"1400000US06001436700","Census Tract 4367; Alameda County; California","1845","327","1509","315","1274","312","235","127","214","123","21","25","0","14","0","14","0","14","73","65","20","21","53","63","0","14","0","14","0","14","0","14","0","14","0","14","28","41","7","11","228","163",
"1400000US06001436800","Census Tract 4368; Alameda County; California","2383","399","1906","414","1284","279","622","307","488","265","13","26","66","78","0","14","55","67","105","92","87","86","0","14","18","28","0","14","0","14","0","14","0","14","0","14","130","90","10","16","232","101",
"1400000US06001436900","Census Tract 4369; Alameda County; California","3254","288","2717","280","2409","283","308","176","249","151","59","88","0","19","0","19","0","19","129","79","39","32","64","68","14","22","12","19","0","19","0","19","0","19","7","12","16","26","6","10","379","124",
"1400000US06001437000","Census Tract 4370; Alameda County; California","1816","269","1628","263","1353","208","275","135","105","90","162","111","8","13","0","14","0","14","41","39","8","12","22","33","11","18","0","14","0","14","0","14","0","14","0","14","4","7","5","8","138","81",
"1400000US06001437101","Census Tract 4371.01; Alameda County; California","3926","600","3131","598","2809","421","322","325","245","319","77","70","0","19","0","19","0","19","255","131","178","124","63","42","14","20","0","19","0","19","0","19","0","19","0","19","0","19","17","26","523","204",
"1400000US06001437102","Census Tract 4371.02; Alameda County; California","1919","470","1579","384","1333","314","246","142","156","103","73","91","0","14","8","12","9","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","4","7","46","35","69","102","221","89",
"1400000US06001437200","Census Tract 4372; Alameda County; California","4214","615","3420","602","3090","603","330","155","287","133","0","19","43","69","0","19","0","19","125","119","0","19","125","119","0","19","0","19","0","19","0","19","0","19","88","88","0","19","76","72","505","194",
"1400000US06001437300","Census Tract 4373; Alameda County; California","1455","257","1179","244","1029","240","150","64","118","60","20","19","5","9","7","10","0","14","35","27","6","9","23","23","6","10","0","14","0","14","5","9","6","10","0","14","19","28","73","71","138","78",
"1400000US06001437400","Census Tract 4374; Alameda County; California","1681","194","1431","172","1215","161","216","72","159","58","37","26","14","25","6","10","0","14","54","51","7","11","0","14","39","49","8","10","0","14","0","14","9","14","0","14","11","12","0","14","176","73",
"1400000US06001437500","Census Tract 4375; Alameda County; California","1536","274","1281","242","1039","228","242","126","218","120","8","12","0","14","16","28","0","14","42","46","8","13","34","40","0","14","0","14","0","14","0","14","0","14","14","23","32","45","0","14","167","106",
"1400000US06001437600","Census Tract 4376; Alameda County; California","1537","432","1301","411","1038","362","263","99","187","94","21","16","44","40","11","12","0","14","71","47","38","40","33","28","0","14","0","14","0","14","19","20","0","14","33","43","21","28","6","9","86","47",
"1400000US06001437701","Census Tract 4377.01; Alameda County; California","1706","317","1339","291","965","215","374","213","271","191","83","99","0","14","0","14","20","33","92","72","25","53","56","46","11","16","0","14","0","14","0","14","0","14","0","14","56","58","24","39","195","193",
"1400000US06001437702","Census Tract 4377.02; Alameda County; California","2152","549","1926","529","1112","328","814","362","488","320","270","159","56","64","0","14","0","14","122","93","85","77","37","37","0","14","0","14","0","14","12","20","0","14","13","23","13","22","45","42","21","23",
"1400000US06001437800","Census Tract 4378; Alameda County; California","2578","599","2055","478","1876","461","179","92","141","77","38","50","0","19","0","19","0","19","182","128","26","26","104","79","52","56","0","19","0","19","0","19","0","19","0","19","33","52","58","88","250","128",
"1400000US06001437900","Census Tract 4379; Alameda County; California","1003","173","834","178","657","148","177","136","93","68","84","119","0","14","0","14","0","14","26","29","0","14","26","29","0","14","0","14","0","14","35","48","0","14","0","14","14","20","13","14","81","55",
"1400000US06001438000","Census Tract 4380; Alameda County; California","1998","396","1502","353","971","338","531","272","252","136","74","64","205","236","0","14","0","14","107","76","30","35","66","67","11","17","0","14","0","14","26","45","13","22","11","18","0","14","0","14","339","159",
"1400000US06001438100","Census Tract 4381; Alameda County; California","4289","791","3254","666","2952","652","302","165","146","105","156","129","0","19","0","19","0","19","358","263","263","268","95","83","0","19","0","19","0","19","0","19","39","44","0","19","61","65","31","42","546","276",
"1400000US06001438201","Census Tract 4382.01; Alameda County; California","1906","328","1556","265","1436","247","120","102","68","56","45","72","0","14","7","11","0","14","47","53","47","53","0","14","0","14","0","14","0","14","42","69","0","14","0","14","0","14","29","34","232","151",
"1400000US06001438203","Census Tract 4382.03; Alameda County; California","1850","373","1313","287","1128","277","185","99","72","50","65","69","21","33","0","14","27","43","115","68","60","53","55","46","0","14","0","14","0","14","0","14","0","14","0","14","0","14","47","43","375","223",
"1400000US06001438204","Census Tract 4382.04; Alameda County; California","2612","372","2274","359","1892","302","382","166","185","100","100","90","31","37","66","102","0","19","126","53","19","31","89","39","9","14","9","14","0","19","0","19","0","19","0","19","0","19","17","17","195","78",
"1400000US06001438300","Census Tract 4383; Alameda County; California","1845","211","1396","247","1114","183","282","118","170","88","112","66","0","14","0","14","0","14","100","55","16","20","74","51","10","16","0","14","0","14","0","14","0","14","10","14","28","34","9","14","302","123",
"1400000US06001438400","Census Tract 4384; Alameda County; California","1221","245","1051","231","778","117","273","192","248","186","0","14","25","38","0","14","0","14","95","84","2","7","93","84","0","14","0","14","0","14","0","14","0","14","0","14","0","14","4","8","71","37",
"1400000US06001440100","Census Tract 4401; Alameda County; California","824","149","629","138","452","102","177","98","117","84","0","14","33","30","27","40","0","14","37","22","0","14","37","22","0","14","0","14","0","14","0","14","0","14","0","14","0","14","6","10","152","68",
"1400000US06001440200","Census Tract 4402; Alameda County; California","2398","403","2238","401","1905","387","333","149","252","146","40","36","41","36","0","19","0","19","24","28","0","19","24","28","0","19","0","19","0","19","0","19","10","17","0","19","24","27","0","19","102","64",
"1400000US06001440301","Census Tract 4403.01; Alameda County; California","3381","899","2589","745","2120","758","469","239","299","231","133","142","37","50","0","19","0","19","149","135","16","25","133","133","0","19","0","19","0","19","0","19","44","49","36","42","0","19","240","192","323","178",
"1400000US06001440304","Census Tract 4403.04; Alameda County; California","2242","399","1806","396","1409","331","397","146","288","150","109","70","0","14","0","14","0","14","89","59","35","35","40","43","14","24","0","14","0","14","39","60","6","9","0","14","35","43","0","14","267","114",
"1400000US06001440305","Census Tract 4403.05; Alameda County; California","1953","315","1510","229","1377","245","133","79","111","80","22","23","0","14","0","14","0","14","15","16","8","13","0","14","0","14","7","11","0","14","0","14","0","14","0","14","0","14","40","63","388","193",
"1400000US06001440306","Census Tract 4403.06; Alameda County; California","1971","339","1483","291","1186","233","297","125","166","81","63","69","29","28","39","41","0","14","74","55","66","55","8","10","0","14","0","14","0","14","0","14","0","14","0","14","67","67","35","33","312","124",
"1400000US06001440307","Census Tract 4403.07; Alameda County; California","2085","411","1524","356","1364","351","160","105","118","98","21","27","0","14","21","32","0","14","97","63","46","48","51","39","0","14","0","14","0","14","35","34","0","14","8","12","19","21","26","32","376","142",
"1400000US06001440308","Census Tract 4403.08; Alameda County; California","2836","412","1993","331","1547","306","446","160","431","158","15","22","0","19","0","19","0","19","253","121","104","87","135","84","14","23","0","19","0","19","0","19","0","19","0","19","11","17","32","31","547","238",
"1400000US06001440331","Census Tract 4403.31; Alameda County; California","1815","324","1402","299","1279","298","123","74","74","49","31","28","18","26","0","14","0","14","57","43","45","40","12","14","0","14","0","14","0","14","0","14","0","14","0","14","49","41","26","28","281","97",
"1400000US06001440332","Census Tract 4403.32; Alameda County; California","1426","172","870","187","811","188","59","32","53","31","0","14","6","11","0","14","0","14","72","32","18","16","28","21","22","21","4","6","0","14","0","14","0","14","0","14","0","14","6","9","478","106",
"1400000US06001440333","Census Tract 4403.33; Alameda County; California","1232","263","931","220","794","199","137","106","116","103","7","10","0","14","14","19","0","14","24","17","0","14","18","13","6","10","0","14","0","14","0","14","27","28","2","4","0","14","17","20","231","90",
"1400000US06001440334","Census Tract 4403.34; Alameda County; California","1997","585","1526","540","1243","238","283","337","266","336","5","8","12","19","0","14","0","14","74","62","18","23","56","53","0","14","0","14","0","14","0","14","0","14","28","35","10","15","33","24","326","151",
"1400000US06001440336","Census Tract 4403.36; Alameda County; California","2388","343","1691","346","1392","326","299","123","191","92","77","69","31","45","0","14","0","14","191","167","81","102","110","75","0","14","0","14","0","14","0","14","0","14","0","14","10","17","36","37","460","137",
"1400000US06001440337","Census Tract 4403.37; Alameda County; California","1588","296","1144","268","959","282","185","107","73","61","112","71","0","14","0","14","0","14","116","65","31","37","70","56","15","23","0","14","0","14","0","14","0","14","0","14","0","14","3","6","325","120",
"1400000US06001440338","Census Tract 4403.38; Alameda County; California","2089","341","1287","297","1063","199","224","207","224","207","0","14","0","14","0","14","0","14","239","99","0","14","213","93","10","17","16","26","0","14","0","14","0","14","0","14","9","15","20","24","534","225",
"1400000US06001441100","Census Tract 4411; Alameda County; California","2211","409","1472","301","1400","294","72","50","72","50","0","14","0","14","0","14","0","14","126","78","19","23","89","75","18","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","613","219",
"1400000US06001441200","Census Tract 4412; Alameda County; California","3351","595","2225","569","2141","566","84","85","66","79","18","29","0","19","0","19","0","19","52","52","30","47","10","16","12","18","0","19","0","19","0","19","0","19","0","19","13","23","0","19","1061","280",
"1400000US06001441301","Census Tract 4413.01; Alameda County; California","1585","303","913","219","877","218","36","35","20","24","16","26","0","14","0","14","0","14","24","27","0","14","24","27","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","648","206",
"1400000US06001441302","Census Tract 4413.02; Alameda County; California","2683","470","1411","262","1286","250","125","77","116","76","9","14","0","19","0","19","0","19","288","203","151","187","127","68","10","15","0","19","0","19","0","19","0","19","0","19","16","20","0","19","968","323",
"1400000US06001441401","Census Tract 4414.01; Alameda County; California","3346","523","2175","426","1932","371","243","139","144","142","79","83","20","33","0","19","0","19","113","64","86","61","27","31","0","19","0","19","0","19","0","19","0","19","0","19","48","77","15","26","995","291",
"1400000US06001441402","Census Tract 4414.02; Alameda County; California","2347","328","1386","287","1265","268","121","98","121","98","0","19","0","19","0","19","0","19","145","87","69","71","66","48","10","15","0","19","0","19","0","19","0","19","25","38","0","19","42","46","749","172",
"1400000US06001441501","Census Tract 4415.01; Alameda County; California","2530","295","1606","271","1471","263","135","77","109","69","8","14","18","25","0","19","0","19","131","62","26","31","71","48","34","31","0","19","0","19","0","19","0","19","20","30","31","47","28","35","714","202",
"1400000US06001441503","Census Tract 4415.03; Alameda County; California","3705","343","2120","287","1718","253","402","163","356","168","46","51","0","19","0","19","0","19","317","164","144","130","122","83","51","47","0","19","0","19","0","19","0","19","27","43","30","41","17","21","1194","298",
"1400000US06001441521","Census Tract 4415.21; Alameda County; California","2722","382","1630","261","1308","247","322","128","297","123","0","19","0","19","25","27","0","19","210","141","178","131","17","28","15","17","0","19","0","19","0","19","0","19","15","16","8","13","43","39","816","164",
"1400000US06001441522","Census Tract 4415.22; Alameda County; California","2356","319","1711","264","1592","264","119","80","90","73","0","19","29","31","0","19","0","19","84","55","33","28","51","49","0","19","0","19","0","19","0","19","0","19","0","19","0","19","16","24","545","177",
"1400000US06001441523","Census Tract 4415.23; Alameda County; California","2015","380","1008","264","881","253","127","64","90","54","27","29","10","12","0","14","0","14","101","42","45","27","35","35","12","15","9","16","0","14","7","12","0","14","0","14","60","59","205","266","634","239",
"1400000US06001441524","Census Tract 4415.24; Alameda County; California","1901","326","995","302","867","233","128","106","119","105","9","13","0","14","0","14","0","14","105","58","38","27","26","24","8","14","33","43","0","14","0","14","0","14","0","14","0","14","17","18","784","266",
"1400000US06001441525","Census Tract 4415.25; Alameda County; California","1412","203","772","175","602","156","170","99","170","99","0","14","0","14","0","14","0","14","74","57","60","55","0","14","6","9","8","10","0","14","0","14","0","14","55","38","11","18","10","15","490","136",
"1400000US06001441601","Census Tract 4416.01; Alameda County; California","2143","338","1429","300","1361","297","68","50","68","50","0","14","0","14","0","14","0","14","57","38","47","35","10","17","0","14","0","14","0","14","0","14","11","19","20","23","0","14","16","21","610","225",
"1400000US06001441602","Census Tract 4416.02; Alameda County; California","3385","466","2455","376","2222","325","233","136","198","130","18","29","0","19","17","27","0","19","37","36","0","19","26","30","11","17","0","19","0","19","0","19","0","19","0","19","59","71","47","46","787","292",
"1400000US06001441701","Census Tract 4417.01; Alameda County; California","1475","322","1019","222","923","225","96","99","96","99","0","14","0","14","0","14","0","14","51","73","7","20","0","14","44","70","0","14","0","14","0","14","0","14","0","14","50","64","0","14","355","186",
"1400000US06001441702","Census Tract 4417.02; Alameda County; California","2502","398","1768","383","1540","331","228","145","228","145","0","19","0","19","0","19","0","19","125","68","44","48","44","39","37","35","0","19","0","19","0","19","0","19","0","19","80","91","0","19","529","207",
"1400000US06001441800","Census Tract 4418; Alameda County; California","3044","518","1685","320","1543","315","142","106","89","91","53","61","0","19","0","19","0","19","97","76","24","37","23","30","50","59","0","19","0","19","0","19","0","19","0","19","28","45","4","26","1230","387",
"1400000US06001441921","Census Tract 4419.21; Alameda County; California","2109","368","1322","376","1202","367","120","59","97","62","23","41","0","14","0","14","0","14","140","79","85","65","55","51","0","14","0","14","0","14","0","14","4","11","0","14","0","14","10","19","633","207",
"1400000US06001441923","Census Tract 4419.23; Alameda County; California","2665","439","1650","410","1247","210","403","337","380","337","23","28","0","19","0","19","0","19","179","107","18","21","148","99","13","22","0","19","0","19","0","19","0","19","0","19","34","32","11","18","791","208",
"1400000US06001441924","Census Tract 4419.24; Alameda County; California","3840","468","2304","459","1964","357","340","215","199","147","75","93","57","82","9","15","0","19","324","184","188","131","119","101","17","27","0","19","0","19","0","19","0","19","43","61","0","19","18","24","1151","287",
"1400000US06001441926","Census Tract 4419.26; Alameda County; California","2130","382","1336","337","1188","319","148","84","76","52","18","19","10","16","44","47","0","14","129","79","58","52","58","51","13","23","0","14","0","14","12","19","0","14","52","35","54","39","23","27","524","197",
"1400000US06001441927","Census Tract 4419.27; Alameda County; California","2140","320","1394","307","1129","275","265","143","265","143","0","14","0","14","0","14","0","14","148","99","98","75","31","30","0","14","19","28","0","14","0","14","0","14","19","26","50","64","45","41","484","166",
"1400000US06001441928","Census Tract 4419.28; Alameda County; California","2298","309","1053","240","931","236","122","82","68","54","37","57","0","14","0","14","17","29","177","171","64","155","59","57","33","36","21","36","0","14","0","14","0","14","0","14","11","10","0","14","1057","288",
"1400000US06001441929","Census Tract 4419.29; Alameda County; California","1826","338","688","182","640","169","48","54","48","54","0","14","0","14","0","14","0","14","304","150","27","32","115","94","162","109","0","14","0","14","0","14","0","14","22","33","72","71","60","52","680","286",
"1400000US06001442000","Census Tract 4420; Alameda County; California","1336","275","764","207","633","191","131","76","119","75","12","20","0","14","0","14","0","14","119","76","41","38","59","50","0","14","19","29","0","14","0","14","0","14","9","13","0","14","8","13","436","146",
"1400000US06001442100","Census Tract 4421; Alameda County; California","2667","373","1493","223","1371","229","122","68","86","56","28","32","0","19","0","19","8","13","63","48","0","19","49","41","0","19","14","22","0","19","0","19","0","19","5","12","0","19","44","49","1062","301",
"1400000US06001442200","Census Tract 4422; Alameda County; California","3542","424","1794","348","1545","298","249","154","231","154","13","20","5","7","0","19","0","19","117","55","74","52","32","38","0","19","11","19","0","19","0","19","0","19","12","19","16","26","111","89","1492","393",
"1400000US06001442301","Census Tract 4423.01; Alameda County; California","2263","274","1587","260","1374","266","213","137","190","137","23","34","0","14","0","14","0","14","25","27","17","24","0","14","8","12","0","14","0","14","0","14","0","14","17","27","49","50","36","33","549","152",
"1400000US06001442302","Census Tract 4423.02; Alameda County; California","2936","424","1918","406","1749","420","169","114","112","65","57","98","0","19","0","19","0","19","126","93","80","77","11","17","35","41","0","19","0","19","0","19","0","19","12","20","0","19","65","67","815","296",
"1400000US06001442400","Census Tract 4424; Alameda County; California","3035","474","2251","332","1848","356","403","249","340","224","63","103","0","19","0","19","0","19","35","36","0","19","19","30","16","20","0","19","0","19","6","9","6","11","34","52","145","159","29","34","529","197",
"1400000US06001442501","Census Tract 4425.01; Alameda County; California","1280","293","847","298","704","217","143","121","143","121","0","14","0","14","0","14","0","14","19","25","0","14","0","14","19","25","0","14","0","14","0","14","4","9","5","34","2","4","71","84","332","148",
"1400000US06001442502","Census Tract 4425.02; Alameda County; California","2283","553","1478","535","1134","348","344","282","344","282","0","14","0","14","0","14","0","14","121","82","39","45","38","48","44","46","0","14","0","14","13","24","0","14","10","18","34","39","0","14","627","376",
"1400000US06001442601","Census Tract 4426.01; Alameda County; California","1519","399","1174","377","900","252","274","231","274","231","0","14","0","14","0","14","0","14","98","87","15","28","77","79","6","11","0","14","0","14","0","14","8","15","0","14","20","28","0","14","219","88",
"1400000US06001442602","Census Tract 4426.02; Alameda County; California","2059","316","1320","253","1111","218","209","180","162","169","47","63","0","14","0","14","0","14","24","26","5","11","12","20","7","12","0","14","0","14","0","14","0","14","13","22","0","14","0","14","702","202",
"1400000US06001442700","Census Tract 4427; Alameda County; California","1381","227","1014","214","843","143","171","176","148","174","23","38","0","14","0","14","0","14","10","17","0","14","10","17","0","14","0","14","0","14","0","14","8","13","0","14","10","17","34","44","305","131",
"1400000US06001442800","Census Tract 4428; Alameda County; California","1484","198","938","156","853","150","85","50","85","50","0","14","0","14","0","14","0","14","72","35","30","33","21","18","21","19","0","14","0","14","0","14","10","15","0","14","0","14","129","105","335","145",
"1400000US06001442900","Census Tract 4429; Alameda County; California","3788","596","2229","396","2006","392","223","143","193","140","15","24","15","36","0","19","0","19","127","97","25","43","86","86","0","19","0","19","16","25","0","19","0","19","38","44","43","51","20","31","1331","459",
"1400000US06001443001","Census Tract 4430.01; Alameda County; California","1339","190","939","201","894","198","45","35","25","26","20","19","0","14","0","14","0","14","34","20","0","14","25","17","9","13","0","14","0","14","0","14","0","14","0","14","40","31","0","14","326","130",
"1400000US06001443002","Census Tract 4430.02; Alameda County; California","3163","481","2266","381","2125","360","141","96","83","59","48","76","7","11","0","19","3","7","103","57","17","19","50","36","36","33","0","19","0","19","0","19","21","32","0","19","11","18","68","75","694","229",
"1400000US06001443102","Census Tract 4431.02; Alameda County; California","2052","304","1254","192","1153","183","101","59","60","43","41","41","0","14","0","14","0","14","58","40","31","31","17","20","10","16","0","14","0","14","0","14","9","14","0","14","37","32","11","19","683","250",
"1400000US06001443103","Census Tract 4431.03; Alameda County; California","2147","596","1249","268","1110","252","139","102","139","102","0","14","0","14","0","14","0","14","91","86","0","14","58","58","33","56","0","14","0","14","0","14","0","14","0","14","17","23","0","14","790","420",
"1400000US06001443104","Census Tract 4431.04; Alameda County; California","2222","277","1263","233","1135","208","128","114","107","118","12","20","0","19","9","14","0","19","159","101","74","71","69","60","6","9","10","15","0","19","0","19","8","13","0","19","24","39","22","25","746","177",
"1400000US06001443105","Census Tract 4431.05; Alameda County; California","2141","237","1218","186","1127","173","91","49","91","49","0","14","0","14","0","14","0","14","147","76","74","49","27","26","46","43","0","14","0","14","0","14","0","14","7","11","29","27","32","37","708","155",
"1400000US06001443200","Census Tract 4432; Alameda County; California","1497","381","754","142","693","141","61","51","31","38","30","30","0","14","0","14","0","14","19","25","19","25","0","14","0","14","0","14","0","14","0","14","0","14","0","14","19","21","0","14","705","364",
"1400000US06001443301","Census Tract 4433.01; Alameda County; California","1809","218","1182","238","1114","238","68","40","56","36","10","15","0","14","0","14","2","4","37","31","0","14","37","31","0","14","0","14","0","14","0","14","0","14","15","20","38","30","0","14","537","158",
"1400000US06001443321","Census Tract 4433.21; Alameda County; California","1319","189","744","149","650","130","94","54","70","47","24","35","0","14","0","14","0","14","41","26","10","15","7","10","15","12","9","14","0","14","0","14","0","14","44","31","8","12","0","14","482","160",
"1400000US06001443322","Census Tract 4433.22; Alameda County; California","1505","176","1016","152","909","149","107","46","65","32","29","38","0","14","13","14","0","14","15","12","3","8","12","11","0","14","0","14","0","14","0","14","9","11","4","7","9","9","0","14","452","133",
"1400000US06001444100","Census Tract 4441; Alameda County; California","3837","674","2804","523","2487","467","317","195","224","140","0","19","93","86","0","19","0","19","250","170","168","157","41","54","41","66","0","19","0","19","25","40","0","19","19","30","20","36","0","19","719","281",
"1400000US06001444200","Census Tract 4442; Alameda County; California","3356","526","2643","513","2216","416","427","191","316","175","78","79","28","36","5","8","0","19","56","39","25","27","31","23","0","19","0","19","0","19","31","31","0","19","11","17","75","66","117","188","423","163",
"1400000US06001444301","Census Tract 4443.01; Alameda County; California","1860","228","1357","202","1177","211","180","113","93","86","8","12","79","72","0","14","0","14","43","38","20","27","3","8","20","29","0","14","0","14","0","14","0","14","51","40","24","30","24","32","361","141",
"1400000US06001444303","Census Tract 4443.03; Alameda County; California","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US06001444304","Census Tract 4443.04; Alameda County; California","3983","566","2478","393","2042","343","436","222","308","196","66","76","16","19","28","43","18","27","87","55","51","52","36","33","0","19","0","19","0","19","0","19","63","68","107","91","0","19","0","19","1248","440",
"1400000US06001444400","Census Tract 4444; Alameda County; California","2724","369","2099","342","1716","285","383","186","206","94","134","153","43","66","0","19","0","19","58","45","39","40","4","12","15","22","0","19","0","19","13","19","0","19","40","37","43","31","49","55","422","201",
"1400000US06001444500","Census Tract 4445; Alameda County; California","3279","340","2494","284","2264","306","230","101","180","103","39","46","11","17","0","19","0","19","90","60","60","58","10","13","20","23","0","19","0","19","8","13","0","19","0","19","34","43","20","32","633","205",
"1400000US06001444601","Census Tract 4446.01; Alameda County; California","3398","477","2356","389","1926","318","430","199","248","97","148","132","34","39","0","19","0","19","27","24","13","19","7","11","7","10","0","19","0","19","0","19","0","19","0","19","40","39","0","19","975","260",
"1400000US06001444602","Census Tract 4446.02; Alameda County; California","2968","350","1825","290","1546","303","279","152","259","150","20","31","0","14","0","14","0","14","155","97","20","23","125","91","10","16","0","14","0","14","0","14","12","18","9","16","22","24","0","14","945","238",
"1400000US06001450101","Census Tract 4501.01; Alameda County; California","3737","493","2009","445","1720","418","289","168","247","164","24","34","0","19","0","19","18","28","343","108","59","49","253","101","31","33","0","19","0","19","9","14","0","19","0","19","90","74","27","41","1259","276",
"1400000US06001450102","Census Tract 4501.02; Alameda County; California","3310","429","1632","292","1394","255","238","153","130","83","56","73","21","51","0","19","31","62","368","166","134","85","126","84","68","55","40","60","0","19","17","26","18","29","0","19","279","177","33","47","963","192",
"1400000US06001450200","Census Tract 4502; Alameda County; California","3302","441","2365","381","2299","373","66","54","46","41","0","19","0","19","0","19","20","31","105","89","0","19","77","85","15","25","13","22","0","19","0","19","0","19","0","19","0","19","88","72","744","249",
"1400000US06001450300","Census Tract 4503; Alameda County; California","2615","333","1739","239","1436","226","303","136","240","125","0","14","26","38","37","42","0","14","141","129","30","42","40","34","0","14","71","109","0","14","38","50","0","14","31","33","17","28","34","35","615","145",
